名称	入住日期	出行目的	评分	评论文本	shortTexts	score	shortTexts-negative	score-negative
速8酒店(北京方庄地铁站店)	2021/9/1	其他	3.7	噪音大，窗外吵的很，也不知道是什么声音，晚上睡不着觉。	"['噪音大', '也不知道是什么声音', '晚上睡不着觉', '窗外吵的很']"	"[0.999503, 0.954431, 0.714392, 0.972958]"	"['噪音大', '也不知道是什么声音', '晚上睡不着觉', '窗外吵的很']"	"[0.999503, 0.954431, 0.714392, 0.972958]"
速8酒店(北京方庄地铁站店)	2021/4/1	商务出差	4.5	第一天忘记用1积分兑换延迟退房，第二天过十二点不能退了。一点半就走了。大家记得兑换。	"['第一天忘记用1积分兑换延迟退房', '一点半就走了', '大家记得兑换', '第二天过十二点不能退了']"	"[0.974965, 0.991805, 0.202977, 0.993096]"	"['第一天忘记用1积分兑换延迟退房', '一点半就走了', '第二天过十二点不能退了']"	"[0.974965, 0.991805, 0.993096]"
速8酒店(北京方庄地铁站店)	2021/2/1	其他	5	一个月内第三次去啦，位置好，性价比超级高，而且旁边很多吃东西的地方，还有个物美，超级超级方便~特别是前台小哥哥，态度真的好的没话说，给满分都觉得不够呢~	"['性价比超级高', '超级超级方便', '位置好', '还有个物美', '态度真的好的没话说', '而且旁边很多吃东西的地方', '一个月内第三次去啦', '给满分都觉得不够呢', '特别是前台小哥哥']"	"[8.1543e-05, 0.000162763, 0.0120743, 0.00607138, 0.00112704, 0.655853, 0.000121478, 0.359453, 0.112165]"	['而且旁边很多吃东西的地方']	[0.655853]
速8酒店(北京方庄地铁站店)	2021/8/1	情侣出游	5	房间设施齐全，干净卫生，有停车场   服务态度很好，卫生干净	"['干净卫生', '有停车场', '服务态度很好', '房间设施齐全']"	"[0.00251774, 0.0335939, 0.00890882, 0.00113958]"	[]	[]
速8酒店(北京方庄地铁站店)	2021/2/1	情侣出游	3	在都城这个价格已经很好了，关键是服务很好，出行也比较方便，距离地铁口很近，停车场比较有限因为边上也有其他的店面	"['关键是服务很好', '出行也比较方便', '距离地铁口很近', '在都城这个价格已经很好了', '停车场比较有限因为边上也有其他的店面']"	"[0.00116686, 0.0026153, 0.0035554, 0.00290423, 0.0252641]"	[]	[]
速8酒店(北京方庄地铁站店)	2021/2/1	商务出差	3.7	交通便利，附近烤肉店不错。酒店西边一大片待拆的老旧平房。北京这几年管控非常好，低收入群体几乎被赶走了！	"['交通便利', '附近烤肉店不错', '北京这几年管控非常好', '低收入群体几乎被赶走了', '酒店西边一大片待拆的老旧平房']"	"[0.00470112, 0.50678, 0.000307592, 0.999534, 0.485137]"	"['附近烤肉店不错', '低收入群体几乎被赶走了']"	"[0.50678, 0.999534]"
速8酒店(北京方庄地铁站店)	2021/4/1	其他	5	速8这个店靠谱，卫生价格可以，离医院，景区都特别近，周边饭店也不贵，早中晚都有吃的。	"['离医院', '景区都特别近', '早中晚都有吃的', '周边饭店也不贵', '速8这个店靠谱', '卫生价格可以']"	"[0.604308, 0.00234287, 0.0108202, 0.0319516, 0.045703, 0.257765]"	['离医院']	[0.604308]
速8酒店(北京方庄地铁站店)	2020/12/1	其他	5	酒店位置离医院很近，价位合理，服务态度好，各种设施都齐全好用，周围用餐很多，价格亲民，药房也有，很好的酒店	"['很好的酒店', '价位合理', '酒店位置离医院很近', '价格亲民', '周围用餐很多', '服务态度好', '各种设施都齐全好用', '药房也有']"	"[1.15117e-05, 0.000682445, 0.00167287, 0.000443937, 0.0930621, 0.0159866, 0.000258682, 0.140848]"	[]	[]
速8酒店(北京方庄地铁站店)	2020/12/1	情侣出游	5	没有早餐，酒店服务很到位，环境卫生也不错，价格经济实惠，住的很舒心，下次来还是住这家！！！	"['住的很舒心', '没有早餐', '酒店服务很到位', '下次来还是住这家', '价格经济实惠', '环境卫生也不错']"	"[0.000216201, 0.827453, 0.000127138, 0.00126388, 0.000706623, 0.00252948]"	['没有早餐']	[0.827453]
速8酒店(北京方庄地铁站店)	2021/1/1	其他	5	看病去的，一直住那里，环境不错，服务也不错。就是越来越贵了，疫情过了，店主也要赚钱的嘛。房间有窗无窗都有大有小，不一样的价钱。	"['不一样的价钱', '服务也不错', '环境不错', '看病去的', '店主也要赚钱的嘛', '疫情过了', '一直住那里', '就是越来越贵了', '房间有窗无窗都有大有小']"	"[0.535929, 0.00233934, 0.0104973, 0.0765302, 0.96504, 0.685925, 0.000951178, 0.296443, 0.427875]"	"['不一样的价钱', '店主也要赚钱的嘛', '疫情过了']"	"[0.535929, 0.96504, 0.685925]"
速8酒店(北京方庄地铁站店)	2021/3/1	代人预订	4	上肿瘤医院非常方便，慢慢走着去大概15分钟，院子里可以停车，附近早餐，午餐，晚餐都很卫生，便宜实惠。	"['午餐', '附近早餐', '便宜实惠', '晚餐都很卫生', '上肿瘤医院非常方便', '院子里可以停车', '慢慢走着去大概15分钟']"	"[0.0350342, 0.24419, 0.00399923, 0.00357224, 0.00279995, 0.0342276, 0.092997]"	[]	[]
速8酒店(北京方庄地铁站店)	2021/3/1	情侣出游	5	性价比蛮好的哦！位置不错 环境也不错 房间够大 非常宽敞 服务也很到位 只是卫生打扫的不是很彻底哦！	"['位置不错', '环境也不错', '服务也很到位', '只是卫生打扫的不是很彻底哦', '性价比蛮好的哦', '房间够大', '非常宽敞']"	"[0.0236183, 0.000654405, 0.000945806, 0.617108, 0.000111989, 0.00487596, 0.000240993]"	['只是卫生打扫的不是很彻底哦']	[0.617108]
速8酒店(北京方庄地铁站店)	2021/7/1	家庭亲子	5	酒店离地铁站很近，出行很方便，而且还免费升级了家庭套房	"['出行很方便', '酒店离地铁站很近', '而且还免费升级了家庭套房']"	"[0.00033263, 0.000230598, 0.0249915]"	[]	[]
速8酒店(北京方庄地铁站店)	2021/1/1	代人预订	5	位置挺好的，酒店附近商店餐馆之类的都挺方便。家人有在肿瘤医院住院的，在这等着住院开的，服务特别好，服务员态度也好。	"['位置挺好的', '服务特别好', '在这等着住院开的', '服务员态度也好', '家人有在肿瘤医院住院的', '酒店附近商店餐馆之类的都挺方便']"	"[0.0238777, 0.00212783, 0.31681, 0.00773222, 0.349932, 0.00667813]"	[]	[]
速8酒店(北京方庄地铁站店)	2021/8/1	家庭亲子	5	酒店离地铁站很近  附近有超市。室内干净整洁，居住舒适。	"['附近有超市', '居住舒适', '酒店离地铁站很近', '室内干净整洁']"	"[0.190111, 0.000660055, 0.000230598, 0.000234019]"	[]	[]
速8酒店(北京方庄地铁站店)	2021/7/1	朋友出游	4.7	还是挺不错的，价格较实惠，服务很好，个人挺推荐大家选择	"['还是挺不错的', '服务很好', '个人挺推荐大家选择', '价格较实惠']"	"[0.00263926, 0.00799272, 0.00209364, 0.0092537]"	[]	[]
速8酒店(北京方庄地铁站店)	2020/12/1	其他	5	酒店房间大小合适，住的干净舒服，酒店整体服务很好，使用信用住，感觉很人性化，根据实际情况还可以办理延期退房!赞????	"['酒店整体服务很好', '住的干净舒服', '酒店房间大小合适', '赞????', '感觉很人性化', '使用信用住', '根据实际情况还可以办理延期退房']"	"[0.000206942, 0.00112647, 0.000226701, 7.64391e-05, 0.000190082, 0.095996, 0.837137]"	['根据实际情况还可以办理延期退房']	[0.837137]
速8酒店(北京方庄地铁站店)	2021/1/1	其他	5	酒店离医院很近，周围吃饭购物都非常方便，酒店干净整洁服务态度也好。来了很多次了。非常推荐大家来住	"['酒店离医院很近', '非常推荐大家来住', '来了很多次了', '周围吃饭购物都非常方便', '酒店干净整洁服务态度也好']"	"[0.00289107, 5.34268e-05, 0.00256352, 0.000450847, 0.000240386]"	[]	[]
速8酒店(北京方庄地铁站店)	2020/12/1	其他	4	环境设施确实旧了一点，但还算干净，服务态度很好，一百多的宾馆离地铁和医院都不远，真心感觉可以，以后还会在这住的	"['以后还会在这住的', '但还算干净', '真心感觉可以', '服务态度很好', '环境设施确实旧了一点', '一百多的宾馆离地铁和医院都不远']"	"[0.00010222, 0.147526, 0.00666703, 0.00890882, 0.665587, 0.257763]"	['环境设施确实旧了一点']	[0.665587]
速8酒店(北京方庄地铁站店)	2020/12/1	商务出差	5	酒店整体周围环境好，工作人员服务周到，卫生间也不错，酒店出行交通方便，附近购物也挺方便，是商务出行居住的理想场所。	"['酒店出行交通方便', '附近购物也挺方便', '酒店整体周围环境好', '工作人员服务周到', '是商务出行居住的理想场所', '卫生间也不错']"	"[0.000646563, 0.0064104, 0.00247846, 0.014831, 0.00285585, 0.000336311]"	[]	[]
速8酒店(北京方庄地铁站店)	2020/12/1	代人预订	3	比较偏僻的地方，主要原因是经济实惠吧，很多都是外地人到北京大医院看病的，大家图个便宜，宾馆距离医科院肿瘤医院不太远	"['很多都是外地人到北京大医院看病的', '比较偏僻的地方', '大家图个便宜', '宾馆距离医科院肿瘤医院不太远', '主要原因是经济实惠吧']"	"[0.508584, 0.547514, 0.345031, 0.231915, 0.10058]"	"['很多都是外地人到北京大医院看病的', '比较偏僻的地方']"	"[0.508584, 0.547514]"
速8酒店(北京方庄地铁站店)	2021/7/1	情侣出游	5	前台态度很好，晚上可以在楼下吃着烧烤喝着啤酒??	"['前台态度很好', '晚上可以在楼下吃着烧烤喝着啤酒??']"	"[0.0225179, 0.0298492]"	[]	[]
速8酒店(北京方庄地铁站店)	2020/11/1	商务出差	2.2	又来住了一晚，还是和之前一样，空调跟拖拉机一样噪音，屋子上次说没有水，这次有了，最蛋疼的是，这个床头没有充电的插孔，我擦了，最后手机放到电视旁边充电的，隔音还是这么差，蛋疼晚上隔壁说悄悄话都能听见，蛋疼的早上六点多又吵架的，一个女的，声音超级大，最后走的时候看到，不知道二楼在增加什么，如果你凑合休息，或者不在乎这些，那这个酒店性价比还是可以的，不到200一晚还行，	"['最蛋疼的是', '这次有了', '一个女的', '隔音还是这么差', '这个床头没有充电的插孔', '又来住了一晚', '还是和之前一样', '那这个酒店性价比还是可以的', '蛋疼的早上六点多又吵架的', '我擦了', '最后走的时候看到', '不到200一晚还行', '屋子上次说没有水', '最后手机放到电视旁边充电的', '或者不在乎这些', '空调跟拖拉机一样噪音', '声音超级大', '蛋疼晚上隔壁说悄悄话都能听见', '不知道二楼在增加什么', '如果你凑合休息']"	"[0.995821, 0.0154622, 0.827876, 0.999982, 0.997999, 0.004438, 0.682341, 0.00324676, 0.990013, 0.995694, 0.0140067, 0.500422, 0.771912, 0.454778, 0.989642, 0.999368, 0.771092, 0.97114, 0.695711, 0.997406]"	"['最蛋疼的是', '一个女的', '隔音还是这么差', '这个床头没有充电的插孔', '还是和之前一样', '蛋疼的早上六点多又吵架的', '我擦了', '不到200一晚还行', '屋子上次说没有水', '或者不在乎这些', '空调跟拖拉机一样噪音', '声音超级大', '蛋疼晚上隔壁说悄悄话都能听见', '不知道二楼在增加什么', '如果你凑合休息']"	"[0.995821, 0.827876, 0.999982, 0.997999, 0.682341, 0.990013, 0.995694, 0.500422, 0.771912, 0.989642, 0.999368, 0.771092, 0.97114, 0.695711, 0.997406]"
速8酒店(北京方庄地铁站店)	2021/8/1	其他	5	交通便利，卫生干净，服务态度很好，吃饭方便，	"['交通便利', '吃饭方便', '卫生干净', '服务态度很好']"	"[0.00470113, 0.015139, 0.016209, 0.00890882]"	[]	[]
速8酒店(北京方庄地铁站店)	2020/10/1	其他	5	酒店附近有超市有药店设施很齐全服务也很贴心，真的是经济又实惠的。	"['酒店附近有超市有药店设施很齐全服务也很贴心', '真的是经济又实惠的']"	"[0.00025346, 0.00270508]"	[]	[]
速8酒店(北京方庄地铁站店)	2021/6/1	商务出差	2.7	楼下太吵了，半夜还有收垃圾的，一宿没怎么休息好。	"['楼下太吵了', '一宿没怎么休息好', '半夜还有收垃圾的']"	"[0.443423, 0.911969, 0.998584]"	"['一宿没怎么休息好', '半夜还有收垃圾的']"	"[0.911969, 0.998584]"
速8酒店(北京方庄地铁站店)	2020/11/1	商务出差	3.7	凌晨两点走廊还有声音，隔音特别不好，卫生间的冲水特别串音，建议来住的自带耳塞，早上7点就有打扫卫生的，声音特别大，基本住的几天都没睡好觉，真好。再就是没有电梯，需要爬	"['隔音特别不好', '声音特别大', '真好', '卫生间的冲水特别串音', '早上7点就有打扫卫生的', '凌晨两点走廊还有声音', '基本住的几天都没睡好觉', '再就是没有电梯', '需要爬', '建议来住的自带耳塞']"	"[0.999344, 0.971235, 0.000128511, 0.94657, 0.23423, 0.733592, 0.899267, 0.762767, 0.0830752, 0.0426249]"	"['隔音特别不好', '声音特别大', '卫生间的冲水特别串音', '凌晨两点走廊还有声音', '基本住的几天都没睡好觉', '再就是没有电梯']"	"[0.999344, 0.971235, 0.94657, 0.733592, 0.899267, 0.762767]"
速8酒店(北京方庄地铁站店)	2020/11/1	其他	5	酒店离肿瘤医院比较近，步行大约15-20分钟，比较安静，院内可以停车，不足就是最低层二层，没有电梯，腿脚不方便慎重考虑	"['比较安静', '酒店离肿瘤医院比较近', '院内可以停车', '没有电梯', '腿脚不方便慎重考虑', '不足就是最低层二层', '步行大约15-20分钟']"	"[0.0133707, 0.0231482, 0.0355637, 0.625854, 0.980657, 0.164486, 0.0793569]"	"['没有电梯', '腿脚不方便慎重考虑']"	"[0.625854, 0.980657]"
